HP,426,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,432,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,438,14869,1486901,34614,SLC,Salt Lake City, UT,UT,87
HP,444,13367,1336701,33367,MLI,Moline, IL,IL,41
HP,452,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,461,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,475,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,490,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,493,12892,1289201,32575,LAX,Los Angeles, CA,CA,91
HP,498,12892,1289201,32575,LAX,Los Angeles, CA,CA,91
HP,508,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,514,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,525,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,552,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,572,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,575,14057,1405701,34057,PDX,Portland, OR,OR,92
HP,622,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,624,14570,1457001,34570,RNO,Reno, NV,NV,85
HP,629,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,632,13796,1379601,32457,OAK,Oakland, CA,CA,91
HP,640,10140,1014001,30140,ABQ,Albuquerque, NM,NM,86
HP,654,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,660,10140,1014001,30140,ABQ,Albuquerque, NM,NM,86
HP,671,12892,1289201,32575,LAX,Los Angeles, CA,CA,91
HP,701,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,752,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,777,13930,1393001,30977,ORD,Chicago, IL,IL,41
HP,802,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,805,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,830,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,841,12896,1289601,32896,LBB,Lubbock, TX,TX,74
HP,848,14107,1410701,30466,PHX,Phoenix, AZ,AZ,81
HP,854,11003,1100301,31003,CID,Cedar Rapids/Iowa City, IA,IA,61
HP,857,12889,1288901,32211,LAS,Las Vegas, NV,NV,85
HP,864,11540,1154001,30615,ELP,El Paso, TX,TX,74
HP,869,11109,1110901,30189,COS,Colorado Springs, CO,CO,82
HP,875,14679,1467901,33570,SAN,San Diego, CA,CA,91
